event-id,timestamp,location-long,location-lat,behavioural-classification,ground-speed,heading,height-raw,manually-marked-outlier,http://vocabulary.movebank.org/extended/raptor-workshop/attributes#behaviour,http://vocabulary.movebank.org/extended/raptor-workshop/attributes#deployment-special-event,http://vocabulary.movebank.org/extended/raptor-workshop/attributes#migration-state,visible,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
2333006,2007-06-16 20:00:00.000,-107.5308333,53.533,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332269.8398985653,5934544.9863685155,"13N","Pacific Standard Time",2007-06-16 13:00:00.000
2333007,2007-06-16 21:00:00.000,-107.5371667,53.53616667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331862.7269360712,5934912.118761116,"13N","Pacific Standard Time",2007-06-16 14:00:00.000
2333008,2007-06-16 22:00:00.000,-107.5916667,53.57666667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",328415.7576192208,5939546.543900333,"13N","Pacific Standard Time",2007-06-16 15:00:00.000
2333009,2007-06-16 23:00:00.000,-107.6168333,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326817.4090827381,5941442.6174158715,"13N","Pacific Standard Time",2007-06-16 16:00:00.000
2333010,2007-06-17 00:00:00.000,-107.617,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326806.3791064666,5941443.023153349,"13N","Pacific Standard Time",2007-06-16 17:00:00.000
2333011,2007-06-17 01:00:00.000,-107.6168333,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326817.4090827381,5941442.6174158715,"13N","Pacific Standard Time",2007-06-16 18:00:00.000
2333012,2007-06-17 02:00:00.000,-107.6166667,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326828.43244277965,5941442.211947631,"13N","Pacific Standard Time",2007-06-16 19:00:00.000
2333013,2007-06-17 03:00:00.000,-107.6166667,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326829.1142136337,5941460.747646262,"13N","Pacific Standard Time",2007-06-16 20:00:00.000
2333014,2007-06-17 04:00:00.000,-107.6166667,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326829.1142136337,5941460.747646262,"13N","Pacific Standard Time",2007-06-16 21:00:00.000
2333015,2007-06-17 05:00:00.000,-107.6166667,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326828.43244277965,5941442.211947631,"13N","Pacific Standard Time",2007-06-16 22:00:00.000
2333016,2007-06-17 06:00:00.000,-107.6165,53.5935,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326840.8259170741,5941478.878773189,"13N","Pacific Standard Time",2007-06-16 23:00:00.000
2333017,2007-06-17 07:00:00.000,-107.6166667,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326829.1142136337,5941460.747646262,"13N","Pacific Standard Time",2007-06-17 00:00:00.000
2333018,2007-06-17 08:00:00.000,-107.6166667,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326829.1142136337,5941460.747646262,"13N","Pacific Standard Time",2007-06-17 01:00:00.000
2333019,2007-06-17 09:00:00.000,-107.6166667,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326828.43244277965,5941442.211947631,"13N","Pacific Standard Time",2007-06-17 02:00:00.000
2333020,2007-06-17 10:00:00.000,-107.6166667,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326828.43244277965,5941442.211947631,"13N","Pacific Standard Time",2007-06-17 03:00:00.000
2333021,2007-06-17 11:00:00.000,-107.6168333,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326817.4090827381,5941442.6174158715,"13N","Pacific Standard Time",2007-06-17 04:00:00.000
2333022,2007-06-17 12:00:00.000,-107.6166667,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326828.43244277965,5941442.211947631,"13N","Pacific Standard Time",2007-06-17 05:00:00.000
2333023,2007-06-17 13:00:00.000,-107.6166667,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326828.43244277965,5941442.211947631,"13N","Pacific Standard Time",2007-06-17 06:00:00.000
2333024,2007-06-17 14:00:00.000,-107.6181667,53.5945,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326734.64005994727,5941594.154661963,"13N","Pacific Standard Time",2007-06-17 07:00:00.000
2333025,2007-06-17 15:00:00.000,-107.6175,53.59416667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326777.387911605,5941555.458902382,"13N","Pacific Standard Time",2007-06-17 08:00:00.000
2333026,2007-06-17 16:00:00.000,-107.6155,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326906.3105251549,5941457.908880745,"13N","Pacific Standard Time",2007-06-17 09:00:00.000
2333027,2007-06-17 17:00:00.000,-107.6155,53.59316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326905.62905852025,5941439.373177015,"13N","Pacific Standard Time",2007-06-17 10:00:00.000
2333028,2007-06-17 18:00:00.000,-107.6153333,53.5935,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326918.02192738885,5941476.0401938,"13N","Pacific Standard Time",2007-06-17 11:00:00.000
2333029,2007-06-17 19:00:00.000,-107.6155,53.5935,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326906.9920341561,5941476.445697073,"13N","Pacific Standard Time",2007-06-17 12:00:00.000
2333030,2007-06-17 20:00:00.000,-107.6155,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326906.3105251549,5941457.908880745,"13N","Pacific Standard Time",2007-06-17 13:00:00.000
2333031,2007-06-17 21:00:00.000,-107.6155,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326906.3105251549,5941457.908880745,"13N","Pacific Standard Time",2007-06-17 14:00:00.000
2333032,2007-06-17 22:00:00.000,-107.6155,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326906.3105251549,5941457.908880745,"13N","Pacific Standard Time",2007-06-17 15:00:00.000
2333033,2007-06-17 23:00:00.000,-107.6155,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326906.3105251549,5941457.908880745,"13N","Pacific Standard Time",2007-06-17 16:00:00.000
2333034,2007-06-18 00:00:00.000,-107.6155,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326906.3105251549,5941457.908880745,"13N","Pacific Standard Time",2007-06-17 17:00:00.000
2333035,2007-06-18 01:00:00.000,-107.6153333,53.59333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326917.3404618577,5941457.503376743,"13N","Pacific Standard Time",2007-06-17 18:00:00.000
2333036,2007-06-18 02:00:00.000,-107.6151667,53.59416667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326931.77086667763,5941549.781122691,"13N","Pacific Standard Time",2007-06-17 19:00:00.000
2333037,2007-06-18 15:00:00.000,-107.618,53.59433333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326744.9875156355,5941575.211941416,"13N","Pacific Standard Time",2007-06-18 08:00:00.000
2333038,2007-06-18 16:00:00.000,-107.62,53.58533333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326575.7955850633,5940579.117112702,"13N","Pacific Standard Time",2007-06-18 09:00:00.000
2333039,2007-06-18 17:00:00.000,-107.5778333,53.56733333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",329293.82770488114,5938475.234675159,"13N","Pacific Standard Time",2007-06-18 10:00:00.000
2333040,2007-06-18 18:00:00.000,-107.5305,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332292.5838629988,5934562.738417039,"13N","Pacific Standard Time",2007-06-18 11:00:00.000
2333041,2007-06-18 19:00:00.000,-107.5305,53.533,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332291.9250362107,5934544.2013870925,"13N","Pacific Standard Time",2007-06-18 12:00:00.000
2333042,2007-06-18 20:00:00.000,-107.536,53.53183333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331922.86233513814,5934427.411297024,"13N","Pacific Standard Time",2007-06-18 13:00:00.000
2333043,2007-06-18 21:00:00.000,-107.5538333,53.5605,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",330855.54390761117,5937657.943594867,"13N","Pacific Standard Time",2007-06-18 14:00:00.000
2333044,2007-06-18 22:00:00.000,-107.5543333,53.55966667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",330819.10829081363,5937566.448978547,"13N","Pacific Standard Time",2007-06-18 15:00:00.000
2333045,2007-06-18 23:00:00.000,-107.554,53.55966667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",330841.17941365397,5937565.656928569,"13N","Pacific Standard Time",2007-06-18 16:00:00.000
2333046,2007-06-19 00:00:00.000,-107.5543333,53.55966667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",330819.10829081363,5937566.448978547,"13N","Pacific Standard Time",2007-06-18 17:00:00.000
2333047,2007-06-19 01:00:00.000,-107.5305,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332292.5838629988,5934562.738417039,"13N","Pacific Standard Time",2007-06-18 18:00:00.000
2333048,2007-06-19 02:00:00.000,-107.5306667,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332281.5380242984,5934563.131011876,"13N","Pacific Standard Time",2007-06-18 19:00:00.000
2333049,2007-06-19 03:00:00.000,-107.5305,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332292.5838629988,5934562.738417039,"13N","Pacific Standard Time",2007-06-18 20:00:00.000
2333050,2007-06-19 04:00:00.000,-107.5311667,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332248.4071368765,5934564.308716111,"13N","Pacific Standard Time",2007-06-18 21:00:00.000
2333051,2007-06-19 06:00:00.000,-107.5313333,53.53333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332238.0269318115,5934583.237093546,"13N","Pacific Standard Time",2007-06-18 23:00:00.000
2333052,2007-06-19 07:00:00.000,-107.531,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332259.4529743263,5934563.916043647,"13N","Pacific Standard Time",2007-06-19 00:00:00.000
2333053,2007-06-19 08:00:00.000,-107.531,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332259.4529743263,5934563.916043647,"13N","Pacific Standard Time",2007-06-19 01:00:00.000
2333054,2007-06-19 09:00:00.000,-107.5315,53.53333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332226.9811386275,5934583.629817057,"13N","Pacific Standard Time",2007-06-19 02:00:00.000
2333055,2007-06-19 10:00:00.000,-107.5311667,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332248.4071368765,5934564.308716111,"13N","Pacific Standard Time",2007-06-19 03:00:00.000
2333056,2007-06-19 11:00:00.000,-107.5315,53.5335,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332227.64022882434,5934602.166843643,"13N","Pacific Standard Time",2007-06-19 04:00:00.000
2333057,2007-06-19 12:00:00.000,-107.5311667,53.53333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332249.06609926245,5934582.84463148,"13N","Pacific Standard Time",2007-06-19 05:00:00.000
2333058,2007-06-19 13:00:00.000,-107.5311667,53.53333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332249.06609926245,5934582.84463148,"13N","Pacific Standard Time",2007-06-19 06:00:00.000
2333059,2007-06-19 14:00:00.000,-107.531,53.53333333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332260.11189328186,5934582.451959714,"13N","Pacific Standard Time",2007-06-19 07:00:00.000
2333060,2007-06-19 15:00:00.000,-107.5388333,53.55516667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331827.66767690366,5937029.233910624,"13N","Pacific Standard Time",2007-06-19 08:00:00.000
2333061,2007-06-19 16:00:00.000,-107.5538333,53.56033333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",330854.8787645807,5937639.406594894,"13N","Pacific Standard Time",2007-06-19 09:00:00.000
2333062,2007-06-19 17:00:00.000,-107.5305,53.533,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332291.9250362107,5934544.2013870925,"13N","Pacific Standard Time",2007-06-19 10:00:00.000
2333063,2007-06-19 18:00:00.000,-107.5305,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332292.5838629988,5934562.738417039,"13N","Pacific Standard Time",2007-06-19 11:00:00.000
2333064,2007-06-19 19:00:00.000,-107.531,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332259.4529743263,5934563.916043647,"13N","Pacific Standard Time",2007-06-19 12:00:00.000
2333065,2007-06-19 20:00:00.000,-107.5255,53.55633333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332715.30084292986,5937127.576841124,"13N","Pacific Standard Time",2007-06-19 13:00:00.000
2333066,2007-06-19 21:00:00.000,-107.5961667,53.57666667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",328117.8900472964,5939557.402213057,"13N","Pacific Standard Time",2007-06-19 14:00:00.000
2333067,2007-06-19 22:00:00.000,-107.627,53.61016667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326214.5395510669,5943358.124240222,"13N","Pacific Standard Time",2007-06-19 15:00:00.000
2333068,2007-06-19 23:00:00.000,-107.6578333,53.5965,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",324118.44154758647,5941913.912926787,"13N","Pacific Standard Time",2007-06-19 16:00:00.000
2333069,2007-06-20 00:00:00.000,-107.6283333,53.56466667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325939.40805295063,5938300.951887538,"13N","Pacific Standard Time",2007-06-19 17:00:00.000
2333070,2007-06-20 01:00:00.000,-107.6296667,53.56566667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325855.23190814594,5938415.431180794,"13N","Pacific Standard Time",2007-06-19 18:00:00.000
2333071,2007-06-20 02:00:00.000,-107.6301667,53.56583333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325822.81223423977,5938435.190133661,"13N","Pacific Standard Time",2007-06-19 19:00:00.000
2333072,2007-06-20 03:00:00.000,-107.63,53.5655,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325832.47925944097,5938397.709976611,"13N","Pacific Standard Time",2007-06-19 20:00:00.000
2333073,2007-06-20 04:00:00.000,-107.63,53.5655,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325832.47925944097,5938397.709976611,"13N","Pacific Standard Time",2007-06-19 21:00:00.000
2333074,2007-06-20 07:00:00.000,-107.6298333,53.56566667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325844.201415075,5938415.838785539,"13N","Pacific Standard Time",2007-06-20 00:00:00.000
2333075,2007-06-20 08:00:00.000,-107.6298333,53.56533333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325842.8314193623,5938378.7654160885,"13N","Pacific Standard Time",2007-06-20 01:00:00.000
2333076,2007-06-20 09:00:00.000,-107.6298333,53.5655,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325843.5164164756,5938397.302100608,"13N","Pacific Standard Time",2007-06-20 02:00:00.000
2333077,2007-06-20 10:00:00.000,-107.6298333,53.5655,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325843.5164164756,5938397.302100608,"13N","Pacific Standard Time",2007-06-20 03:00:00.000
2333078,2007-06-20 11:00:00.000,-107.63,53.56566667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325833.1643014953,5938416.246660812,"13N","Pacific Standard Time",2007-06-20 04:00:00.000
2333079,2007-06-20 12:00:00.000,-107.63,53.56533333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325831.7942188728,5938379.17329282,"13N","Pacific Standard Time",2007-06-20 05:00:00.000
2333080,2007-06-20 13:00:00.000,-107.63,53.56566667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325833.1643014953,5938416.246660812,"13N","Pacific Standard Time",2007-06-20 06:00:00.000
2333081,2007-06-20 14:00:00.000,-107.6298333,53.56566667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325844.201415075,5938415.838785539,"13N","Pacific Standard Time",2007-06-20 07:00:00.000
2333082,2007-06-20 15:00:00.000,-107.6283333,53.56483333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325940.09261203255,5938319.4874648005,"13N","Pacific Standard Time",2007-06-20 08:00:00.000
2333083,2007-06-20 16:00:00.000,-107.6301667,53.56233333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325808.4260071794,5938045.927643674,"13N","Pacific Standard Time",2007-06-20 09:00:00.000
2333084,2007-06-20 17:00:00.000,-107.5305,53.53316667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332292.5838629988,5934562.738417039,"13N","Pacific Standard Time",2007-06-20 10:00:00.000
2333085,2007-06-20 18:00:00.000,-107.5305,53.533,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332291.9250362107,5934544.2013870925,"13N","Pacific Standard Time",2007-06-20 11:00:00.000
2333086,2007-06-20 19:00:00.000,-107.5305,53.533,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",332291.9250362107,5934544.2013870925,"13N","Pacific Standard Time",2007-06-20 12:00:00.000
2333087,2007-06-20 20:00:00.000,-107.5371667,53.55916667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331953.9002369314,5937470.17891964,"13N","Pacific Standard Time",2007-06-20 13:00:00.000
2333088,2007-06-20 21:00:00.000,-107.6213333,53.53066667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",326263.6332115735,5934502.450847185,"13N","Pacific Standard Time",2007-06-20 14:00:00.000
2333089,2007-06-20 22:00:00.000,-107.6275,53.53183333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325859.7899033028,5934647.2663011905,"13N","Pacific Standard Time",2007-06-20 15:00:00.000
2333090,2007-06-20 23:00:00.000,-107.6356667,53.53866667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",325346.7810625579,5935427.253711681,"13N","Pacific Standard Time",2007-06-20 16:00:00.000
2333091,2007-06-21 00:00:00.000,-107.5551667,53.56066667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",330767.9134086637,5937679.649650303,"13N","Pacific Standard Time",2007-06-20 17:00:00.000
2333092,2007-06-21 01:00:00.000,-107.5526667,53.562,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",330938.77814044326,5937822.0020481255,"13N","Pacific Standard Time",2007-06-20 18:00:00.000
2333093,2007-06-21 02:00:00.000,-107.5515,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331023.34274513455,5938023.134577974,"13N","Pacific Standard Time",2007-06-20 19:00:00.000
2333094,2007-06-21 03:00:00.000,-107.5513333,53.564,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331035.0450599969,5938041.275898049,"13N","Pacific Standard Time",2007-06-20 20:00:00.000
2333095,2007-06-21 04:00:00.000,-107.5513333,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331034.3805382897,5938022.738878694,"13N","Pacific Standard Time",2007-06-20 21:00:00.000
2333096,2007-06-21 05:00:00.000,-107.5513333,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331034.3805382897,5938022.738878694,"13N","Pacific Standard Time",2007-06-20 22:00:00.000
2333097,2007-06-21 06:00:00.000,-107.551,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331056.4495045118,5938021.947795085,"13N","Pacific Standard Time",2007-06-20 23:00:00.000
2333098,2007-06-21 07:00:00.000,-107.5515,53.564,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331024.00731029274,5938041.67159662,"13N","Pacific Standard Time",2007-06-21 00:00:00.000
2333099,2007-06-21 08:00:00.000,-107.5511667,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331045.41171051376,5938022.343442635,"13N","Pacific Standard Time",2007-06-21 01:00:00.000
2333100,2007-06-21 09:00:00.000,-107.5513333,53.56416667,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331035.7095831461,5938059.81291782,"13N","Pacific Standard Time",2007-06-21 02:00:00.000
2333101,2007-06-21 10:00:00.000,-107.5511667,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331045.41171051376,5938022.343442635,"13N","Pacific Standard Time",2007-06-21 03:00:00.000
2333102,2007-06-21 11:00:00.000,-107.5513333,53.564,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331035.0450599969,5938041.275898049,"13N","Pacific Standard Time",2007-06-21 04:00:00.000
2333103,2007-06-21 12:00:00.000,-107.5511667,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331045.41171051376,5938022.343442635,"13N","Pacific Standard Time",2007-06-21 05:00:00.000
2333104,2007-06-21 13:00:00.000,-107.5515,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331023.34274513455,5938023.134577974,"13N","Pacific Standard Time",2007-06-21 06:00:00.000
2333105,2007-06-21 14:00:00.000,-107.5521667,53.564,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",330979.86293701694,5938043.254412195,"13N","Pacific Standard Time",2007-06-21 07:00:00.000
2333106,2007-06-21 15:00:00.000,-107.5518333,53.56383333,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331001.27378144057,5938023.925816742,"13N","Pacific Standard Time",2007-06-21 08:00:00.000
2333107,2007-06-21 16:00:00.000,-107.5518333,53.564,,,,,,,,"BreedingGrounds",true,"gps","Cathartes aura","65545","Leo","Turkey Vulture Acopian Center USA GPS",331001.9384334746,5938042.462833973,"13N","Pacific Standard Time",2007-06-21 09:00:00.000
